marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,,1,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,2,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Higher Education - Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,Armed Forces Professions,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
single,,6,13,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,16,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Administrative staff,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Enrolled
single,,3,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,9th Year of Schooling - Not Completed,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Administrative staff,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
single,,6,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Unskilled Workers,Armed Forces Professions,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Dropout
single,,2,5,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,4,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
single,,6,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,Administrative staff,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
single,,1,10,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,Administrative staff,Armed Forces Professions,0,0,1,0,0,1,19,0,12.4,0.5,1.79,Dropout
single,,1,14,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,,,0,0,1,1,0,1,18,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Enrolled
single,,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,5,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,6,15,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
single,1st phase - special contingent (Madeira Island),1,9,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,1,0,0,0,22,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent,3,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,11th Year of Schooling - Not Completed,Armed Forces Professions,,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
single,,5,16,daytime,Secondary education,Portuguese,Technical-professional course,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,4,11,daytime,Secondary education,Portuguese,11th Year of Schooling - Not Completed,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
single,,1,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Armed Forces Professions,,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Higher Education - Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Higher Education - Degree,2nd cycle of the general high school course,Intermediate Level Technicians and Professions,Unskilled Workers,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,,1,16,daytime,Secondary education,Portuguese,,,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,16,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,,1,16,daytime,Secondary education,Portuguese,Higher Education - Degree,2nd cycle of the general high school course,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,16,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
single,,2,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,3,10,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
single,,1,3,evening,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,0,0,0,1,0,1,24,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
single,,5,16,daytime,Secondary education,Portuguese,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,21,0,10.8,1.4,1.74,Dropout
single,,2,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,,1,15,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
widower,,1,4,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,1,0,0,47,0,8.9,1.4,3.51,Enrolled
single,,3,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Unskilled Workers,0,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
single,,1,12,daytime,Higher education - degree,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,29,0,12.7,3.7,-1.7,Graduate
single,,1,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,21,0,16.2,0.3,-0.92,Dropout
single,,1,6,daytime,Secondary education,Portuguese,Technical-professional course,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,28,0,12.7,3.7,-1.7,Enrolled
single,,2,13,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Administrative staff,,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Higher Education - Bachelor's Degree,,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,,1,3,evening,Secondary education,Portuguese,,Higher Education - Bachelor's Degree,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,0,26,0,9.4,-0.8,-3.12,Graduate
single,,2,11,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,1,0,1,0,0,0,20,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Enrolled
single,,1,16,daytime,Secondary education,Portuguese,Technical-professional course,10th Year of Schooling,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,27,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,,,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,5,16,daytime,Secondary education,Portuguese,Technical-professional course,10th Year of Schooling,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Dropout
single,,1,12,daytime,Higher education - degree,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,33,0,16.2,0.3,-0.92,Dropout
single,,1,16,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,0,1,0,0,35,0,12.4,0.5,1.79,Graduate
single,International student (bachelor),1,17,evening,10th year of schooling,Portuguese,Technical-professional course,10th Year of Schooling,Armed Forces Professions,Unskilled Workers,0,0,0,1,0,1,26,0,9.4,-0.8,-3.12,Enrolled
